Sex,Marital status,Age,Education,Income,Occupation,Settlement size
male,single,26,unknown,60026,unemployed,small city
male,single,47,high school,88157,unemployed,small city
male,single,27,unknown,59881,unemployed,small city
male,non-single,41,high school,112818,skilled employee,small city
female,non-single,29,high school,102250,skilled employee,small city
female,non-single,28,high school,38980,unemployed,small city
female,non-single,33,high school,81807,unemployed,small city
female,single,50,high school,93148,unemployed,small city
female,non-single,32,high school,108032,skilled employee,small city
male,non-single,31,high school,89335,unemployed,small city
male,single,52,high school,95639,unemployed,small city
male,single,53,high school,124902,skilled employee,small city
female,non-single,34,high school,87801,unemployed,small city
female,non-single,22,high school,92538,skilled employee,small city
male,non-single,33,high school,83687,unemployed,small city
male,single,32,unknown,128310,skilled employee,small city
female,single,45,high school,104754,unemployed,small city
male,non-single,25,high school,68222,unemployed,small city
female,non-single,41,high school,97006,unemployed,small city
female,single,36,high school,107372,unemployed,small city
female,non-single,27,high school,110511,skilled employee,small city
male,single,40,high school,72193,unemployed,small city
female,single,37,high school,95972,unemployed,small city
male,single,35,high school,105556,unemployed,small city
male,single,34,high school,88701,unemployed,small city
female,single,28,unknown,117710,skilled employee,small city
female,single,44,high school,76057,unemployed,small city
male,non-single,27,high school,100392,skilled employee,small city
female,single,50,high school,113308,skilled employee,small city
female,non-single,18,high school,100924,skilled employee,small city
female,single,25,unknown,72188,unemployed,small city
female,non-single,40,high school,70431,unemployed,small city
male,non-single,28,high school,110103,skilled employee,small city
female,non-single,23,high school,60825,unemployed,small city
female,non-single,35,high school,75100,unemployed,small city
female,non-single,28,high school,129327,skilled employee,small city
female,single,23,unknown,95541,skilled employee,small city
male,non-single,34,high school,112777,skilled employee,small city
female,non-single,29,high school,51496,unemployed,small city
female,single,35,high school,102781,skilled employee,small city
female,non-single,32,high school,87494,unemployed,small city
female,single,46,high school,72728,unemployed,small city
female,non-single,27,high school,114775,skilled employee,small city
female,non-single,25,high school,124359,skilled employee,small city
female,non-single,27,high school,101620,unemployed,small city
female,non-single,24,high school,87964,unemployed,small city
female,single,33,unknown,69523,unemployed,small city
female,non-single,24,high school,109486,skilled employee,small city
female,single,28,unknown,77206,unemployed,small city
female,single,35,high school,53608,unemployed,small city
female,non-single,30,high school,118677,skilled employee,small city
male,single,43,high school,116512,skilled employee,small city
male,non-single,21,high school,114756,unemployed,small city
female,non-single,24,high school,65852,unemployed,small city
male,single,34,high school,75626,unemployed,small city
female,non-single,26,high school,127455,skilled employee,small city
male,single,37,high school,107073,skilled employee,small city
female,non-single,32,high school,82196,unemployed,small city
female,non-single,33,high school,106741,unemployed,small city
male,non-single,28,high school,94518,skilled employee,small city
female,non-single,30,high school,114430,skilled employee,small city
female,non-single,26,high school,57165,unemployed,small city
female,single,25,unknown,109610,unemployed,small city
male,single,33,unknown,113619,skilled employee,small city
female,non-single,30,high school,93854,skilled employee,small city
female,non-single,26,high school,129022,skilled employee,small city
male,non-single,23,high school,66804,unemployed,small city
male,non-single,25,high school,62689,unemployed,small city
female,single,40,high school,67619,unemployed,small city
male,single,46,high school,113495,unemployed,small city
female,non-single,43,high school,48632,unemployed,small city
female,non-single,22,high school,107394,unemployed,small city
male,non-single,39,high school,72385,unemployed,small city
female,non-single,27,high school,115934,unemployed,small city
male,single,40,high school,93183,unemployed,small city
male,single,24,unknown,63506,unemployed,small city
female,single,52,high school,113619,skilled employee,small city
female,non-single,30,high school,121399,unemployed,small city
female,non-single,34,high school,78281,unemployed,small city
female,single,38,high school,103926,skilled employee,small city
male,non-single,39,high school,89097,unemployed,small city
female,single,29,unknown,80852,unemployed,small city
male,non-single,25,high school,65207,unemployed,small city
female,non-single,35,high school,93495,unemployed,small city
male,single,53,high school,121970,unemployed,small city
male,single,26,unknown,62027,unemployed,small city
male,single,33,high school,88602,unemployed,small city
male,non-single,29,high school,89914,unemployed,small city
male,single,39,high school,83342,unemployed,small city
male,single,29,unknown,103439,skilled employee,small city
male,single,26,unknown,115451,skilled employee,small city
male,single,24,unknown,68250,unemployed,small city
female,non-single,21,high school,113630,unemployed,small city
female,non-single,26,high school,125880,skilled employee,small city
female,non-single,20,high school,91177,unemployed,small city
female,single,35,high school,73266,unemployed,small city
female,non-single,24,high school,69021,unemployed,small city
female,single,40,high school,122593,skilled employee,small city
female,single,44,high school,122180,skilled employee,small city
male,single,29,unknown,75160,unemployed,small city
female,non-single,39,high school,81973,unemployed,small city
female,non-single,35,high school,92194,unemployed,small city
male,single,42,high school,107380,unemployed,small city
female,single,32,high school,98023,skilled employee,small city
male,single,48,high school,94868,unemployed,small city
male,single,26,unknown,83442,unemployed,small city
female,non-single,26,high school,109887,skilled employee,small city
male,single,42,high school,98876,unemployed,small city
male,single,48,high school,94962,unemployed,small city
female,non-single,42,high school,130740,skilled employee,small city
female,non-single,27,high school,94095,unemployed,small city
female,non-single,37,high school,95071,unemployed,small city
male,single,33,unknown,117308,skilled employee,small city
male,single,33,high school,112093,skilled employee,small city
female,single,37,high school,123893,skilled employee,small city
female,non-single,31,high school,80189,unemployed,small city
male,single,39,high school,124089,skilled employee,small city
female,single,40,high school,82673,unemployed,small city
female,non-single,28,high school,88858,unemployed,small city
female,non-single,26,high school,80540,unemployed,small city
female,non-single,24,high school,84228,unemployed,small city
male,single,40,high school,103963,skilled employee,small city
female,non-single,29,high school,102397,skilled employee,small city
male,single,43,high school,111563,skilled employee,small city
male,single,23,unknown,88260,unemployed,small city
female,single,34,high school,114767,skilled employee,small city
female,non-single,42,high school,113275,skilled employee,small city
female,non-single,33,high school,104755,skilled employee,small city
female,non-single,32,high school,120525,skilled employee,small city
female,non-single,26,high school,96082,unemployed,small city
female,non-single,23,high school,87227,unemployed,small city
female,non-single,26,high school,69333,unemployed,small city
female,non-single,27,high school,87777,unemployed,small city
male,single,24,unknown,70978,unemployed,small city
male,single,27,unknown,104196,unemployed,small city
female,non-single,26,high school,97551,skilled employee,small city
female,single,42,high school,78979,unemployed,small city
female,single,37,high school,82500,unemployed,small city
female,non-single,26,high school,86306,unemployed,small city
female,non-single,24,high school,78762,unemployed,small city
female,single,39,high school,125543,skilled employee,small city
male,single,26,unknown,70336,unemployed,small city
male,non-single,35,high school,112975,skilled employee,small city
male,single,38,high school,96681,unemployed,small city
female,non-single,24,high school,98922,skilled employee,small city
female,single,26,unknown,109250,skilled employee,small city
male,single,25,unknown,108960,unemployed,small city
male,single,40,high school,71302,unemployed,small city
female,single,48,high school,107757,unemployed,small city
female,non-single,22,high school,111600,skilled employee,small city
female,non-single,25,high school,102974,skilled employee,small city
male,non-single,24,high school,63442,unemployed,small city
male,single,39,high school,118913,unemployed,small city
male,single,39,high school,80987,unemployed,small city
female,non-single,21,high school,68790,unemployed,small city
female,single,27,unknown,86462,unemployed,small city
male,single,40,high school,76881,unemployed,small city
female,non-single,37,high school,107409,skilled employee,small city
female,single,42,high school,69114,unemployed,small city
female,non-single,31,high school,119167,skilled employee,small city
female,non-single,31,high school,102018,skilled employee,small city
male,single,30,unknown,97680,skilled employee,small city
female,single,23,unknown,65062,unemployed,small city
male,single,33,unknown,118144,skilled employee,small city
female,non-single,37,high school,124548,skilled employee,small city
female,single,29,unknown,85637,unemployed,small city
female,single,31,high school,113108,skilled employee,small city
male,single,39,high school,93554,unemployed,small city
female,non-single,33,high school,42516,unemployed,small city
male,non-single,26,high school,72429,unemployed,small city
female,non-single,27,high school,110154,skilled employee,small city
female,single,20,unknown,60965,unemployed,small city
female,non-single,27,high school,100618,unemployed,small city
female,non-single,26,high school,71021,unemployed,small city
male,single,40,high school,94189,unemployed,small city
male,single,24,unknown,44742,unemployed,small city
female,non-single,22,high school,103201,skilled employee,small city
female,non-single,24,high school,62335,unemployed,small city
female,single,27,unknown,103787,skilled employee,small city
male,single,35,high school,99401,skilled employee,small city
male,non-single,27,high school,105197,skilled employee,small city
female,non-single,25,high school,115566,unemployed,small city
female,non-single,34,high school,125843,unemployed,small city
female,single,24,unknown,67936,unemployed,small city
female,single,34,high school,120863,skilled employee,small city
male,single,42,high school,77317,unemployed,small city
female,single,38,high school,84653,unemployed,small city
male,single,42,high school,81606,unemployed,small city
female,single,35,high school,113380,unemployed,small city
female,non-single,27,high school,100644,skilled employee,small city
male,single,25,unknown,64037,unemployed,small city
female,non-single,23,high school,101350,skilled employee,small city
female,non-single,34,high school,126334,skilled employee,small city
female,non-single,28,high school,130877,skilled employee,small city
male,single,21,unknown,103470,skilled employee,small city
female,single,32,unknown,114588,skilled employee,small city
female,non-single,21,high school,120682,skilled employee,small city
male,single,25,unknown,66628,unemployed,small city
female,non-single,35,high school,124447,unemployed,small city
female,non-single,25,high school,106567,unemployed,small city
female,non-single,31,high school,78758,unemployed,small city
male,single,54,high school,128537,skilled employee,small city
female,single,51,high school,101074,unemployed,small city
female,single,38,high school,87670,unemployed,small city
male,single,45,high school,113414,skilled employee,small city
female,single,47,high school,123525,unemployed,small city
female,non-single,27,high school,117744,skilled employee,small city
male,single,31,unknown,86400,unemployed,small city
female,non-single,24,high school,97968,unemployed,small city
male,single,25,unknown,68416,unemployed,small city
